"","State","District","Incumbency_Code","Democratic_votes","Republican_votes","Year","Democratic_prop","Democratic_win"
"465",21,8,"-1",8000,19592,"1898",0.289939112786315,"0"
"466",21,9,"-1",11020,22165,"1898",0.332077745969565,"0"
"467",21,10,"-1",12042,24469,"1898",0.329818410889869,"0"
"468",21,11,"-1",16564,20060,"1898",0.452271734381826,"0"
"469",21,12,"-1",14178,21484,"1898",0.397566036677696,"0"
"470",21,13,"-1",14977,20635,"1898",0.420560485229698,"0"
"471",21,14,"-1",19431,21417,"1898",0.475690364277321,"0"
"472",21,15,"-1",20901,21143,"1898",0.497122062601085,"0"
"473",21,16,"0",21682,17021,"1898",0.56021497041573,"1"
"474",21,17,"0",23293,21053,"1898",0.525255941911334,"1"
"475",21,18,"1",18829,18109,"1898",0.509746060967026,"1"
"476",21,19,"0",21520,20006,"1898",0.518229542936955,"1"
"477",21,20,"0",18321,16307,"1898",0.52908051287975,"1"
"478",21,21,"0",19956,20461,"1898",0.493752628844298,"0"
"479",21,22,"-1",14131,17200,"1898",0.451022948517443,"0"
"480",22,1,"-1",19337,20383,"1898",0.486832829808661,"0"
"481",22,2,"1",20245,18656,"1898",0.520423639495129,"1"
"482",22,3,"1",21111,16791,"1898",0.556989077093557,"1"
"483",22,4,"0",21751,19733,"1898",0.524322630411725,"1"
"484",22,5,"-1",22305,22557,"1898",0.497191386919888,"0"
"485",22,6,"0",18844,21048,"1898",0.472375413616765,"0"
"486",22,7,"-1",23269,25868,"1898",0.473553533996785,"0"
"487",22,8,"0",24021,25388,"1898",0.486166487886822,"0"
"488",22,9,"-1",21357,22447,"1898",0.487558213861748,"0"
"489",22,10,"-1",20206,24656,"1898",0.450403459498016,"0"
"490",22,11,"-1",20281,24367,"1898",0.454242071313385,"0"
"491",22,12,"1",19484,18044,"1898",0.519185674696227,"1"
"492",22,13,"0",20886,23368,"1898",0.471957337189859,"0"
"493",23,1,"1",0,16659,"1898",0,"0"
"494",23,2,"0",0,21912,"1898",0,"0"
"495",23,3,"0",0,21182,"1898",0,"0"
"496",23,4,"1",0,21740,"1898",0,"0"
"497",23,5,"1",0,22021,"1898",0,"0"
"498",23,6,"1",0,22981,"1898",0,"0"
"499",23,7,"0",0,18623,"1898",0,"0"
"500",23,8,"0",0,16798,"1898",0,"0"
"501",23,9,"1",0,15687,"1898",0,"0"
"502",23,10,"1",0,16482,"1898",0,"0"
"503",23,11,"1",0,18545,"1898",0,"0"
"504",23,12,"0",0,19895,"1898",0,"0"
"505",24,1,"-1",13980,20132,"1898",0.409826454033771,"0"
"506",24,2,"-1",15998,22506,"1898",0.415489299813006,"0"
"507",24,3,"1",21449,21327,"1898",0.501426033289695,"1"
"508",24,4,"0",18020,12276,"1898",0.594797993134407,"1"
"509",24,5,"1",19264,15612,"1898",0.552356921665329,"1"
"510",24,6,"-1",16206,19896,"1898",0.448894798072129,"0"
"511",24,7,"-1",17159,17565,"1898",0.494153899320355,"0"
"512",24,8,"-1",19156,21560,"1898",0.470478435995677,"0"
"513",24,9,"-1",18081,21913,"1898",0.452092813922088,"0"
"514",24,10,"0",13769,19297,"1898",0.41640960503236,"0"
"515",24,11,"-1",16434,19806,"1898",0.453476821192053,"0"
"516",24,12,"1",21232,20530,"1898",0.5084047698865,"1"
"517",24,13,"1",21410,17606,"1898",0.548749231084683,"1"
"518",24,14,"-1",19134,22464,"1898",0.459974037213328,"0"
"519",24,15,"-1",16509,19404,"1898",0.459694261131067,"0"
"520",24,16,"-1",13377,16263,"1898",0.451315789473684,"0"
"521",24,17,"1",19989,16016,"1898",0.555172892653798,"1"
"522",24,18,"-1",19575,22635,"1898",0.463752665245203,"0"
"523",24,19,"-1",12612,23358,"1898",0.350625521267723,"0"
"524",24,20,"0",11992,16894,"1898",0.415149207228415,"0"
"525",24,21,"-1",10823,17599,"1898",0.380796566040391,"0"
"526",25,1,"-1",11447,19887,"1898",0.365322014425225,"0"
"527",25,2,"0",15768,16892,"1898",0.482792406613595,"0"
"528",25,3,"-1",12037,19195,"1898",0.385405993852459,"0"
"529",25,4,"-1",14022,15903,"1898",0.468571428571429,"0"
"530",25,5,"-1",13233,17056,"1898",0.436891280662947,"0"
"531",25,6,"-1",1680,20107,"1898",0.0771102033322624,"0"
"532",25,7,"0",8128,16136,"1898",0.334981866139136,"0"
"533",25,8,"-1",13668,16910,"1898",0.446988030610243,"0"
"534",25,9,"-1",14373,20825,"1898",0.408347065174158,"0"
"535",25,10,"-1",8435,17601,"1898",0.323974496850515,"0"
"536",31,1,"0",14568,17817,"1898",0.44983788791107,"0"
"537",31,2,"0",17508,18790,"1898",0.482340624827814,"0"
"538",31,3,"-1",15493,22512,"1898",0.407656887251677,"0"
"539",31,4,"0",13849,21468,"1898",0.392134099725345,"0"
"540",31,5,"-1",15970,21335,"1898",0.428092748961265,"0"
"541",31,6,"-1",18267,19738,"1898",0.480647283252204,"0"
"542",31,7,"-1",12261,19913,"1898",0.381084105178094,"0"
"543",31,8,"-1",18503,22327,"1898",0.453171687484693,"0"
"544",31,9,"0",17484,21976,"1898",0.443081601621896,"0"
"545",31,10,"-1",17777,25180,"1898",0.413832437088251,"0"
"546",31,11,"0",16117,22400,"1898",0.418438611522185,"0"
"547",32,1,"1",0,23899,"1898",0,"0"
"548",32,2,"0",0,21029,"1898",0,"0"
"550",32,4,"0",0,20312,"1898",0,"0"
"551",32,5,"0",0,18991,"1898",0,"0"
"552",32,6,"0",2334,16833,"1898",0.121771795273126,"0"
"553",32,7,"0",0,26622,"1898",0,"0"
"554",32,98,"0",0,47691,"1898",0,"0"
"555",33,1,"1",0,18939,"1898",0,"0"
"556",33,2,"1",0,21296,"1898",0,"0"
"557",33,3,"-1",13183,19271,"1898",0.406205706538485,"0"
"558",33,4,"-1",11602,15952,"1898",0.421064092327793,"0"
"559",33,5,"1",0,18736,"1898",0,"0"
"560",33,6,"1",0,22194,"1898",0,"0"
"561",33,7,"1",0,20409,"1898",0,"0"
"562",34,1,"1",20068,15460,"1898",0.564850258950687,"1"
"563",34,2,"0",20768,15627,"1898",0.570627833493612,"1"
"564",34,3,"0",19560,16440,"1898",0.543333333333333,"1"
"565",34,4,"1",18294,16261,"1898",0.529416871653885,"1"
"566",34,5,"1",20487,17144,"1898",0.544418165873881,"1"
"567",34,6,"1",16645,13595,"1898",0.550429894179894,"1"
"568",34,7,"1",22586,17642,"1898",0.561449736501939,"1"
"569",34,8,"1",21674,18831,"1898",0.535094432786076,"1"
"570",34,9,"1",17463,14449,"1898",0.547223614941088,"1"
"571",34,10,"-1",13254,19850,"1898",0.400374577090382,"0"
"572",34,11,"-1",18657,21315,"1898",0.466751726208346,"0"
"573",34,12,"-1",12989,15300,"1898",0.459153734667185,"0"
"574",34,13,"1",20601,18314,"1898",0.529384556083772,"1"
"575",34,14,"1",21771,18650,"1898",0.538606170060117,"1"
"576",34,15,"1",20202,16918,"1898",0.544234913793103,"1"
"577",35,1,"0",0,16960,"1898",0,"0"
"578",35,2,"1",0,11951,"1898",0,"0"
"579",35,3,"0",18722,17333,"1898",0.519262238247122,"1"
"583",36,98,"0",0,27776,"1898",0,"0"
"586",40,1,"1",8934,4270,"1898",0.676613147531051,"1"
"587",40,2,"1",12183,6204,"1898",0.662587697829989,"1"
"588",40,3,"1",7058,1914,"1898",0.786669638876505,"1"
"589",40,4,"1",8633,5889,"1898",0.594477344718358,"1"
"590",40,5,"1",13459,9858,"1898",0.577218338551272,"1"
"591",40,6,"1",10759,2535,"1898",0.809312471791786,"1"
"592",40,7,"1",9841,0,"1898",1,"1"
"593",40,8,"1",6469,0,"1898",1,"1"
"594",40,9,"-1",17344,16595,"1898",0.511034503079054,"1"
"595",40,10,"0",10784,8377,"1898",0.562809874223684,"1"
"596",41,1,"1",5886,0,"1898",1,"1"
"597",41,2,"1",9145,1620,"1898",0.849512308406874,"1"
"598",41,3,"1",8287,0,"1898",1,"1"
"599",41,4,"0",6915,5685,"1898",0.548809523809524,"1"
"600",41,5,"1",8842,2504,"1898",0.779305482108232,"1"
"601",41,6,"1",7009,2942,"1898",0.704351321475229,"1"
"602",41,7,"0",6949,5032,"1898",0.58000166930974,"1"
"603",41,8,"1",6368,0,"1898",1,"1"
"604",41,9,"1",7155,1051,"1898",0.871922983183037,"1"
"605",42,1,"1",4103,0,"1898",1,"1"
"606",42,2,"1",3615,0,"1898",1,"1"
"607",42,3,"1",4066,0,"1898",1,"1"
"608",42,4,"1",3665,0,"1898",1,"1"
"609",42,5,"1",6633,2706,"1898",0.710247349823322,"1"
"610",42,6,"1",2732,0,"1898",1,"1"
"611",43,1,"1",12150,4773,"1898",0.717957808899131,"1"
"612",43,2,"1",13506,2543,"1898",0.841547759985046,"1"
"613",44,1,"1",5344,873,"1898",0.859578574875342,"1"
"614",44,2,"1",8298,2071,"1898",0.800270035683287,"1"
"615",44,3,"1",3539,0,"1898",1,"1"
"616",44,4,"1",3218,0,"1898",1,"1"
"617",44,5,"1",3027,0,"1898",1,"1"
"618",44,6,"1",3008,0,"1898",1,"1"
"619",44,7,"1",5296,0,"1898",1,"1"
"620",44,8,"1",4379,0,"1898",1,"1"
"621",44,9,"1",9277,0,"1898",1,"1"
"622",44,10,"1",2290,0,"1898",1,"1"
"623",44,11,"1",9256,4112,"1898",0.692399760622382,"1"
"624",45,1,"1",5422,896,"1898",0.85818296929408,"1"
"625",45,2,"1",6802,1054,"1898",0.865835030549898,"1"
"626",45,3,"1",4928,874,"1898",0.849362288865908,"1"
"627",45,4,"0",4524,0,"1898",1,"1"
"628",45,5,"1",3558,1096,"1898",0.764503652771809,"1"
"629",45,6,"1",2494,0,"1898",1,"1"
"630",46,1,"1",2469,0,"1898",1,"1"
"631",46,2,"1",2949,0,"1898",1,"1"
"632",46,3,"1",2068,0,"1898",1,"1"
"633",46,4,"1",3431,0,"1898",1,"1"
"634",46,5,"1",4941,0,"1898",1,"1"
"635",46,6,"0",3276,427,"1898",0.88468809073724,"1"
"636",46,7,"1",3278,0,"1898",1,"1"
"637",47,1,"0",19732,0,"1898",1,"1"
"638",47,2,"-1",14947,17560,"1898",0.459808656597041,"0"
"639",47,3,"0",16008,0,"1898",1,"1"
"641",47,5,"1",20869,0,"1898",1,"1"
"642",47,6,"0",23213,0,"1898",1,"1"
"643",47,7,"0",20733,0,"1898",1,"1"
"644",47,8,"-1",16137,17414,"1898",0.480969270662573,"0"
"645",47,9,"0",19606,0,"1898",1,"1"
"646",48,1,"1",3030,1529,"1898",0.664619434086422,"1"
"647",48,2,"1",4013,0,"1898",1,"1"
"648",48,3,"1",4029,332,"1898",0.923870671864251,"1"
"649",48,4,"1",4467,0,"1898",1,"1"
"650",48,5,"0",4230,0,"1898",1,"1"
"651",48,6,"0",4765,0,"1898",1,"1"
"652",48,7,"1",4433,505,"1898",0.897731875253139,"1"
"653",49,1,"1",18544,5276,"1898",0.778505457598657,"1"
"654",49,2,"1",22086,2021,"1898",0.916165429128469,"1"
"655",49,3,"1",17996,0,"1898",1,"1"
"656",49,4,"0",18190,0,"1898",1,"1"
"657",49,5,"1",16978,1487,"1898",0.919469266179258,"1"
"658",49,6,"1",25116,3375,"1898",0.881541539433505,"1"
"659",49,7,"1",22203,2197,"1898",0.909959016393443,"1"
"660",49,8,"1",18580,2239,"1898",0.89245400835775,"1"
"661",49,9,"0",20378,0,"1898",1,"1"
"662",49,10,"-1",16462,17759,"1898",0.481049647877035,"0"
"663",49,11,"1",18319,14687,"1898",0.555020299339514,"1"
"664",49,12,"1",16363,10472,"1898",0.609763368734861,"1"
"665",49,13,"1",25000,0,"1898",1,"1"
"666",51,1,"1",10580,5036,"1898",0.677510245901639,"1"
"667",51,2,"0",8939,4463,"1898",0.666990001492315,"1"
"668",51,3,"1",14771,11748,"1898",0.556996870168558,"1"
"669",51,4,"1",16696,1282,"1898",0.928690621871176,"1"
"670",51,5,"-1",14770,14202,"1898",0.509802567996686,"1"
"671",51,6,"1",13130,8962,"1898",0.594332790150281,"1"
"672",51,7,"1",12904,6168,"1898",0.676593959731544,"1"
"673",51,8,"0",13047,12206,"1898",0.516651486952045,"1"
"675",51,10,"1",13456,11402,"1898",0.541314667310323,"1"
"676",51,11,"0",3319,15706,"1898",0.174454664914586,"0"
"677",52,1,"0",16748,15823,"1898",0.514199748242301,"1"
"678",52,2,"-1",20436,20806,"1898",0.495514281557635,"0"
"679",52,3,"0",17388,17508,"1898",0.49828060522696,"0"
"680",52,4,"-1",17260,16664,"1898",0.508784341469166,"1"
"681",52,5,"-1",14672,17248,"1898",0.459649122807018,"0"
"682",52,6,"0",14372,18878,"1898",0.432240601503759,"0"
"683",54,1,"-1",11732,14616,"1898",0.445270988310308,"0"
"684",54,2,"-1",6904,13848,"1898",0.332690824980725,"0"
"685",54,3,"1",13347,9209,"1898",0.591727256605781,"1"
"686",54,4,"0",13413,8122,"1898",0.622846528906431,"1"
"687",54,5,"1",11087,4800,"1898",0.697866179895512,"1"
"688",54,6,"1",11539,2088,"1898",0.846774785352609,"1"
"689",54,7,"1",9590,4055,"1898",0.702821546353976,"1"
"690",54,8,"1",10747,6549,"1898",0.621357539315449,"1"
"691",54,9,"1",9860,2728,"1898",0.783285668891007,"1"
"692",54,10,"1",8419,1873,"1898",0.81801399144967,"1"
"693",56,1,"-1",19031,20891,"1898",0.476704573919142,"0"
"694",56,2,"-1",22720,23364,"1898",0.493012759309088,"0"
"695",56,3,"0",22802,22037,"1898",0.508530520305984,"1"
"696",56,4,"0",20896,21727,"1898",0.490251742017221,"0"
"700",64,98,"0",23351,14829,"1898",0.611602933473023,"1"
"702",67,98,"0",35646,29603,"1898",0.546307223099205,"1"
"703",68,98,"0",8466,10762,"1898",0.440295402537965,"0"
"704",71,1,"1",18244,19598,"1898",0.4821098250621,"0"
"705",71,2,"1",25196,20400,"1898",0.55259233266076,"1"
"706",71,3,"0",14051,20592,"1898",0.405594203735242,"0"
"707",71,4,"0",12084,13695,"1898",0.468753636681019,"0"
"708",71,5,"1",17352,20254,"1898",0.461415731532202,"0"
"709",71,6,"0",20499,24050,"1898",0.460145008866641,"0"
"710",71,7,"0",20680,20793,"1898",0.498637667880308,"0"
"711",72,1,"1",0,21324,"1898",0,"0"
"712",72,2,"0",0,21291,"1898",0,"0"
"715",1,1,"-1",16836,25048,"1900",0.401967338363098,"0"
"716",1,2,"-1",28349,33205,"1900",0.460554959872632,"0"
"717",1,3,"-1",9284,14727,"1900",0.386656115946858,"0"
"718",1,4,"-1",20520,29579,"1900",0.40958901375277,"0"
"719",2,1,"0",10040,17803,"1900",0.360593326868513,"0"
"720",2,2,"-1",11439,19215,"1900",0.373165002935995,"0"
"721",2,3,"-1",10241,17057,"1900",0.37515568906147,"0"
"722",2,4,"-1",8765,18826,"1900",0.317676053785655,"0"
"723",3,1,"-1",10924,16520,"1900",0.39804693193412,"0"
"724",3,2,"-1",10766,17604,"1900",0.379485371871695,"0"
"725",3,3,"1",16039,15909,"1900",0.50203455615375,"1"
"726",3,4,"0",10493,19718,"1900",0.347323822448777,"0"
"727",3,5,"-1",15466,15887,"1900",0.493286128919083,"0"
"728",3,6,"-1",6534,18328,"1900",0.262810715147615,"0"
"729",3,7,"-1",10815,19595,"1900",0.355639592239395,"0"
"730",3,8,"-1",7970,19901,"1900",0.285960317175559,"0"
"731",3,9,"0",14701,6633,"1900",0.689087841004969,"1"
"732",3,10,"1",23507,16318,"1900",0.590257376020088,"1"
"733",3,11,"0",10885,21761,"1900",0.333425228205599,"0"
"734",3,12,"-1",7434,17788,"1900",0.294742684957577,"0"
"735",3,13,"-1",5954,16337,"1900",0.267103315239334,"0"
"736",4,1,"-1",17401,26072,"1900",0.400271432843374,"0"
"737",4,2,"0",17517,27440,"1900",0.389638988366661,"0"
"738",5,1,"-1",9498,16591,"1900",0.364061481850588,"0"
"739",5,2,"-1",8870,13975,"1900",0.388268767782885,"0"
"740",6,1,"0",9441,22845,"1900",0.292417766214458,"0"
"741",6,2,"0",7291,23273,"1900",0.238548619290669,"0"
"742",11,98,"0",19157,22353,"1900",0.461503252228379,"0"
"743",12,1,"-1",19169,31942,"1900",0.375046467492321,"0"
"744",12,2,"-1",17351,31359,"1900",0.356210223773352,"0"
"745",12,3,"-1",18781,24286,"1900",0.436087955975573,"0"
"746",12,4,"1",19661,18017,"1900",0.521816444609587,"1"
"747",12,5,"-1",19708,24323,"1900",0.447593740773546,"0"
"748",12,6,"-1",19477,32830,"1900",0.372359340050089,"0"
"749",12,7,"1",33713,30472,"1900",0.525247331931137,"1"
"750",12,8,"-1",17510,27121,"1900",0.39232820237055,"0"
"751",13,1,"0",25715,28046,"1900",0.478320715760496,"0"
"752",13,2,"1",18387,18066,"1900",0.504402929800016,"1"
"753",13,3,"1",22904,24660,"1900",0.481540661004121,"0"
"754",13,4,"1",26955,28596,"1900",0.485229788842685,"0"
"755",13,5,"1",22041,21164,"1900",0.51014928827682,"1"
"756",13,6,"0",18073,14460,"1900",0.555528232871238,"1"
"757",13,7,"1",13654,9323,"1900",0.594246420333377,"1"
"758",13,8,"0",10330,10157,"1900",0.504222189681261,"1"
"759",13,9,"0",13570,7438,"1900",0.645944402132521,"1"
"760",13,10,"1",20585,12886,"1900",0.615010008664217,"1"
"761",13,11,"1",14055,8976,"1900",0.610264426208154,"1"
"762",13,12,"1",15177,10736,"1900",0.585690580017752,"1"
"763",13,13,"0",18021,14781,"1900",0.549387232485824,"1"
"764",13,14,"0",32167,36904,"1900",0.465709197781992,"0"
"765",13,15,"1",31592,29837,"1900",0.514284784059646,"1"
"766",13,16,"0",37665,36954,"1900",0.504764202146906,"1"
"767",13,17,"-1",17953,22663,"1900",0.442017923970849,"0"
"768",13,18,"-1",0,25618,"1900",0,"0"
"769",13,19,"0",17936,24104,"1900",0.426641294005709,"0"
"770",13,20,"1",19904,22360,"1900",0.47094453908764,"0"
"771",13,21,"-1",24965,30027,"1900",0.45397512365435,"0"
"772",13,22,"-1",16085,32436,"1900",0.331505945879104,"0"
"773",13,23,"-1",14977,30604,"1900",0.32857989074395,"0"
"774",13,24,"0",16385,27272,"1900",0.37531209198983,"0"
"775",13,25,"-1",18831,26782,"1900",0.412842829894986,"0"
"776",13,26,"-1",22542,34184,"1900",0.397383915664775,"0"
"777",13,27,"-1",17993,31409,"1900",0.364216023642768,"0"
"778",13,28,"-1",21789,33998,"1900",0.390574865111944,"0"
"779",13,29,"-1",21358,25330,"1900",0.457462302947224,"0"
"780",13,30,"-1",21196,29368,"1900",0.419191519658255,"0"
"781",13,31,"0",20064,26187,"1900",0.433806836608938,"0"
"782",13,32,"1",18088,17772,"1900",0.504406023424428,"1"
"783",13,33,"-1",19529,29120,"1900",0.401426545252729,"0"
"784",13,34,"-1",16547,32357,"1900",0.338356780631441,"0"
"785",14,1,"-1",11765,29973,"1900",0.28187742584695,"0"
"786",14,2,"-1",4998,19657,"1900",0.20271750152099,"0"
"787",14,3,"1",9838,11095,"1900",0.469975636554722,"0"
"788",14,4,"-1",17330,55648,"1900",0.237468826221601,"0"
"789",14,5,"-1",13898,45089,"1900",0.235611236374116,"0"
"790",14,6,"-1",10098,26379,"1900",0.276831976313842,"0"
"791",14,7,"-1",18542,25422,"1900",0.421754162496588,"0"
"792",14,8,"0",18448,16753,"1900",0.524076020567598,"1"
"793",14,9,"1",29160,22758,"1900",0.561654917369698,"1"
"794",14,10,"-1",8502,23143,"1900",0.268668036024648,"0"
"795",14,11,"-1",13598,15536,"1900",0.466739891535663,"0"
"796",14,12,"0",0,18931,"1900",0,"0"
"797",14,13,"1",13895,15519,"1900",0.472394098048548,"0"
"798",14,14,"-1",1335,23726,"1900",0.0532700211483979,"0"
"799",14,15,"-1",12396,18261,"1900",0.404344847832469,"0"
"800",14,16,"0",16509,19844,"1900",0.454130333122438,"0"
"801",14,17,"1",16615,13071,"1900",0.559691437041029,"1"
"802",14,18,"-1",14464,20756,"1900",0.410675752413401,"0"
"803",14,19,"0",21280,22266,"1900",0.488678638680935,"0"
"804",14,20,"0",17450,30777,"1900",0.361830509880357,"0"
"805",14,21,"-1",19156,32909,"1900",0.367924709497743,"0"
"806",14,22,"-1",14343,36409,"1900",0.282609552332913,"0"
"807",14,23,"-1",6142,19957,"1900",0.235334687152764,"0"
"808",14,24,"-1",23568,35939,"1900",0.396054245718991,"0"
"809",14,25,"-1",19641,24472,"1900",0.445242898918686,"0"
"810",14,26,"1",14918,18723,"1900",0.443446984334592,"0"
"811",14,27,"-1",13906,15804,"1900",0.468057892965332,"0"
"812",14,28,"1",19132,18511,"1900",0.508248545546317,"1"
"815",21,1,"-1",28858,52775,"1900",0.35350899758676,"0"
"816",21,2,"-1",34946,32921,"1900",0.514918885467164,"1"
"817",21,3,"1",23142,17920,"1900",0.563586771224003,"1"
"818",21,4,"0",24435,19346,"1900",0.558118818665631,"1"
"819",21,5,"0",23648,19254,"1900",0.551209733811943,"1"
"820",21,6,"-1",22125,22655,"1900",0.49408217954444,"0"
